ice_symbol,symbol_root,product,location,molecule,native_uom,convert_to_$usg,quarter_numb,quarter_pos,component_months,component_months_names,component_symbols,symbol_1,symbol_2,symbol_root_2,product_2,location_2,molecule_2,native_uom_2,convert_to_$usg_2,quarter_numb_2,quarter_pos_2,component_months_2,component_months_names_2,component_symbols_2,spread_type
=('%CL F!')/42-('%IBC H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC H!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%IBC J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC J!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%IBC K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC K!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%IBC M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC M!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%IBC N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC N!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%IBC Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC Q!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%IBC U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC U!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%IBC V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC V!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%IBC X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC X!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%IBC Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%IBC Z!-IEU,IBC,NORMAL BUTANE,CONWAY,C4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%ISO F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO F!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%ISO G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO G!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%ISO H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO H!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%ISO J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO J!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%ISO K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO K!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%ISO M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO M!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%ISO N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO N!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%ISO Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO Q!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%ISO U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO U!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%ISO V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO V!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%ISO X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO X!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%ISO Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%ISO Z!-IEU,ISO,ISOBUTANE,MT BELVIEU NTET,IC4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%NBI F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI F!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%NBI G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI G!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%NBI H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI H!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%NBI J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI J!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%NBI K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI K!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%NBI M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI M!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%NBI N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI N!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%NBI Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI Q!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%NBI U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI U!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%NBI V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI V!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%NBI X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI X!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%NBI Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NBI Z!-IEU,NBI,NORMAL BUTANE,MT BELVIEU NTET,C4,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%NGE F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE F!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%NGE G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE G!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%NGE H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE H!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%NGE J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE J!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%NGE K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE K!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%NGE M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE M!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%NGE N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE N!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%NGE Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE Q!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%NGE U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE U!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%NGE V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE V!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%NGE X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE X!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%NGE Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%NGE Z!-IEU,NGE,NATURAL GASOLINE,MT BELVIEU NTET,C5,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%PRC F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC F!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%PRC G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC G!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%PRC H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC H!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%PRC J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC J!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%PRC K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC K!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%PRC M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC M!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%PRC N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC N!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%PRC Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC Q!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%PRC U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC U!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%PRC V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC V!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%PRC X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC X!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%PRC Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRC Z!-IEU,PRC,PROPANE,CONWAY,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%PRL F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL F!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%PRL G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL G!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%PRL H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL H!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%PRL J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL J!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%PRL K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL K!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%PRL M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL M!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%PRL N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL N!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%PRL Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL Q!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%PRL U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL U!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%PRL V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL V!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%PRL X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL X!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%PRL Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRL Z!-IEU,PRL,PROPANE,MT BELVIEU LST,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%PRN F!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN F!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%PRN G!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN G!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%PRN H!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN H!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%PRN J!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN J!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%PRN K!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN K!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%PRN M!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN M!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%PRN N!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN N!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%PRN Q!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN Q!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%PRN U!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN U!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%PRN V!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN V!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%PRN X!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN X!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%PRN Z!-IEU'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%PRN Z!-IEU,PRN,PROPANE,MT BELVIEU NTET,C3,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('%XRB F!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB F!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,F,JAN,n/a,spread
=('%CL F!')/42-('%XRB G!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB G!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,G,FEB,n/a,spread
=('%CL F!')/42-('%XRB H!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB H!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,H,MAR,n/a,spread
=('%CL F!')/42-('%XRB J!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB J!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,J,APR,n/a,spread
=('%CL F!')/42-('%XRB K!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB K!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,K,MAY,n/a,spread
=('%CL F!')/42-('%XRB M!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB M!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,M,JUN,n/a,spread
=('%CL F!')/42-('%XRB N!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB N!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,N,JUL,n/a,spread
=('%CL F!')/42-('%XRB Q!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB Q!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,Q,AUG,n/a,spread
=('%CL F!')/42-('%XRB U!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB U!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,U,SEP,n/a,spread
=('%CL F!')/42-('%XRB V!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB V!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,V,OCT,n/a,spread
=('%CL F!')/42-('%XRB X!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB X!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,X,NOV,n/a,spread
=('%CL F!')/42-('%XRB Z!'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,%XRB Z!,XRB,RBOB GASOLINE,NEW YORK HARBOR,RBOB,$/usg,n/a,N,n/a,Z,DEC,n/a,spread
=('%CL F!')/42-('=(('%HO F!') + ('%HO G!') + ('%HO H!'))/3'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,=(('%HO F!') + ('%HO G!') + ('%HO H!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,1Q,"F,G,H","JAN,FEB,MAR","%HO F!,%HO G!,%HO H!",spread
=('%CL F!')/42-('=(('%HO J!') + ('%HO K!') + ('%HO M!'))/3'),CL ,CRUDE OIL,CUSHING,CL,$/bbl,/42,N,n/a,F,JAN,n/a,%CL F!,=(('%HO J!') + ('%HO K!') + ('%HO M!'))/3,HO,HEATING OIL,NEW YORK HARBOR,HO,$/usg,n/a,Y,2Q,"J,K,M","APR,MAY,JUN","%HO J!,%HO K!,%HO M!",spread
